PPI,viral_prot,host_prot,class
NSP1~P10321,NSP1,P10321,Negative
ORF3A~Q96EM0,ORF3A,Q96EM0,Negative
ORF8~Q96JJ7,ORF8,Q96JJ7,Negative
NSP10~Q9H270,NSP10,Q9H270,Negative
NSP10~O75054,NSP10,O75054,Negative
NSP9~P48735,NSP9,P48735,Negative
NSP10~Q9NXE4,NSP10,Q9NXE4,Negative
NSP7~Q9NQP4,NSP7,Q9NQP4,Negative
NSP1~Q9BRP4,NSP1,Q9BRP4,Negative
NSP14~Q8TD10,NSP14,Q8TD10,Negative
NSP9~Q04656,NSP9,Q04656,Negative
ORF10~Q92783,ORF10,Q92783,Negative
NSP5~Q9BXS6,NSP5,Q9BXS6,Negative
ORF9C~Q13257,ORF9C,Q13257,Negative
M~P51148,M,P51148,Negative
ORF8~Q8NFJ5,ORF8,Q8NFJ5,Negative
NSP4~Q9BVM2,NSP4,Q9BVM2,Negative
ORF3A~Q9NZJ5,ORF3A,Q9NZJ5,Negative
ORF3B~P05198,ORF3B,P05198,Negative
ORF9B~P42166,ORF9B,P42166,Negative
NSP13~Q9UNX4,NSP13,Q9UNX4,Negative
NSP8~Q9NV31,NSP8,Q9NV31,Negative
NSP14~O75570,NSP14,O75570,Negative
ORF14~Q9BX79,ORF14,Q9BX79,Negative
NSP15~Q15382,NSP15,Q15382,Negative
NSP11~Q96PD2,NSP11,Q96PD2,Negative
NSP16~Q5VZ89,NSP16,Q5VZ89,Negative
ORF3B~O43242,ORF3B,O43242,Negative
E~O75096,E,O75096,Negative
E~Q9Y606,E,Q9Y606,Negative
NSP9~Q9H8Y8,NSP9,Q9H8Y8,Negative
ORF3B~Q9BX95,ORF3B,Q9BX95,Negative
NSP1~O14975,NSP1,O14975,Negative
S~P19367,S,P19367,Negative
ORF8~P62987,ORF8,P62987,Negative
NSP6~Q86US8,NSP6,Q86US8,Negative
ORF7A~Q15750,ORF7A,Q15750,Negative
ORF9B~Q5RKV6,ORF9B,Q5RKV6,Negative
NSP6~Q9BRP4,NSP6,Q9BRP4,Negative
NSP13~Q13200,NSP13,Q13200,Negative
NSP5~P55884,NSP5,P55884,Negative
ORF3B~O00192,ORF3B,O00192,Negative
ORF9C~Q7Z7G8,ORF9C,Q7Z7G8,Negative
ORF14~P78310,ORF14,P78310,Negative
ORF7A~P40616,ORF7A,P40616,Negative
NSP13~O00213,NSP13,O00213,Negative
N~Q15629,N,Q15629,Negative
NSP9~Q13232,NSP9,Q13232,Negative
ORF14~P35222,ORF14,P35222,Negative
S~O75695,S,O75695,Negative
NSP7~P48449,NSP7,P48449,Negative
NSP16~P43686,NSP16,P43686,Negative
NSP16~Q92466,NSP16,Q92466,Negative
NSP15~P43686,NSP15,P43686,Negative
NSP1~O75197,NSP1,O75197,Negative
ORF10~Q14789,ORF10,Q14789,Negative
NSP12~O43396,NSP12,O43396,Negative
ORF6~Q99614,ORF6,Q99614,Negative
NSP16~Q8N8A6,NSP16,Q8N8A6,Negative
ORF7A~Q969N2,ORF7A,Q969N2,Negative
N~Q9NQQ7,N,Q9NQQ7,Negative
NSP12~Q9BRP4,NSP12,Q9BRP4,Negative
ORF14~Q9BXF6,ORF14,Q9BXF6,Negative
NSP13~Q7KZN9,NSP13,Q7KZN9,Negative
NSP15~P62987,NSP15,P62987,Negative
NSP15~O43303,NSP15,O43303,Negative
S~Q8TEM1,S,Q8TEM1,Negative
M~P04899,M,P04899,Negative
S~P51659,S,P51659,Negative
ORF14~A1L390,ORF14,A1L390,Negative
ORF9B~O94851,ORF9B,O94851,Negative
NSP7~Q96RQ3,NSP7,Q96RQ3,Negative
ORF6~Q9Y5B9,ORF6,Q9Y5B9,Negative
ORF3A~Q96GZ6,ORF3A,Q96GZ6,Negative
NSP3~P52799,NSP3,P52799,Negative
ORF9B~Q9BT09,ORF9B,Q9BT09,Negative
NSP5~Q8TAG9,NSP5,Q8TAG9,Negative
NSP8~O60925,NSP8,O60925,Negative
NSP10~Q5K4L6,NSP10,Q5K4L6,Negative
NSP6~P23921,NSP6,P23921,Negative
NSP4~O00151,NSP4,O00151,Negative
NSP6~P07477,NSP6,P07477,Negative
N~O96008,N,O96008,Negative
N~Q9C091,N,Q9C091,Negative
NSP11~P46108,NSP11,P46108,Negative
NSP9~O00499,NSP9,O00499,Negative
NSP6~Q9NPA0,NSP6,Q9NPA0,Negative
ORF6~Q6NUM9,ORF6,Q6NUM9,Negative
NSP10~Q8N2K0,NSP10,Q8N2K0,Negative
ORF14~Q15043,ORF14,Q15043,Negative
N~A4D1E9,N,A4D1E9,Negative
NSP10~Q8N138,NSP10,Q8N138,Negative
NSP12~Q8NI22,NSP12,Q8NI22,Negative
NSP14~Q8WVT3,NSP14,Q8WVT3,Negative
NSP3~Q9UBI1,NSP3,Q9UBI1,Negative
NSP9~Q96J02,NSP9,Q96J02,Negative
ORF8~Q9HCE9,ORF8,Q9HCE9,Negative
NSP7~Q9NRK6,NSP7,Q9NRK6,Negative
NSP13~A8MTQ0,NSP13,A8MTQ0,Negative
NSP8~P62191,NSP8,P62191,Negative
NSP13~Q96PD2,NSP13,Q96PD2,Negative
ORF3B~Q6FI81,ORF3B,Q6FI81,Negative
NSP5~Q8N1S5,NSP5,Q8N1S5,Negative
NSP8~Q92574,NSP8,Q92574,Negative
NSP2~P08559,NSP2,P08559,Negative
NSP10~Q8N9N7,NSP10,Q8N9N7,Negative
NSP12~P40855,NSP12,P40855,Negative
NSP5~P50542,NSP5,P50542,Negative
NSP12~Q9NQQ7,NSP12,Q9NQQ7,Negative
NSP15~Q13492,NSP15,Q13492,Negative
ORF7B~P49116,ORF7B,P49116,Negative
NSP3~P46776,NSP3,P46776,Negative
ORF6~Q15334,ORF6,Q15334,Negative
ORF7A~O15498,ORF7A,O15498,Negative
ORF10~Q8WU20,ORF10,Q8WU20,Negative
NSP8~Q9BSJ5,NSP8,Q9BSJ5,Negative
NSP11~O00231,NSP11,O00231,Negative
NSP2~P55011,NSP2,P55011,Negative
NSP16~P17066,NSP16,P17066,Negative
NSP16~Q9UHA3,NSP16,Q9UHA3,Negative
NSP1~Q8IV08,NSP1,Q8IV08,Negative
NSP3~P52848,NSP3,P52848,Negative
NSP1~Q8IXM6,NSP1,Q8IXM6,Negative
NSP6~P58004,NSP6,P58004,Negative
NSP1~Q8IZA0,NSP1,Q8IZA0,Negative
E~O14733,E,O14733,Negative
NSP16~Q8IXM6,NSP16,Q8IXM6,Negative
NSP9~P23141,NSP9,P23141,Negative
NSP7~O76021,NSP7,O76021,Negative
N~P13667,N,P13667,Negative
ORF9B~Q9Y2Z0,ORF9B,Q9Y2Z0,Negative
NSP16~Q9BTY2,NSP16,Q9BTY2,Negative
NSP1~Q9NNW5,NSP1,Q9NNW5,Negative
NSP6~O43169,NSP6,O43169,Negative
NSP14~Q8NC42,NSP14,Q8NC42,Negative
NSP16~Q9NQG5,NSP16,Q9NQG5,Negative
NSP14~P61769,NSP14,P61769,Negative
NSP8~P07099,NSP8,P07099,Negative
NSP7~Q9BTU6,NSP7,Q9BTU6,Negative
NSP15~P29966,NSP15,P29966,Negative
NSP16~O94830,NSP16,O94830,Negative
NSP15~P51587,NSP15,P51587,Negative
NSP8~Q96GC5,NSP8,Q96GC5,Negative
ORF3A~Q8N1B4,ORF3A,Q8N1B4,Negative
NSP12~Q9HD26,NSP12,Q9HD26,Negative
NSP15~Q15758,NSP15,Q15758,Negative
NSP10~Q9NUQ6,NSP10,Q9NUQ6,Negative
N~P35052,N,P35052,Negative
NSP7~Q9GZQ3,NSP7,Q9GZQ3,Negative
ORF6~P51571,ORF6,P51571,Negative
NSP1~Q9H269,NSP1,Q9H269,Negative
NSP15~Q9NVR5,NSP15,Q9NVR5,Negative
ORF8~Q13206,ORF8,Q13206,Negative
NSP5~Q8N5K1,NSP5,Q8N5K1,Negative
NSP1~P42892,NSP1,P42892,Negative
ORF3B~Q13523,ORF3B,Q13523,Negative
M~Q13111,M,Q13111,Negative
NSP7~Q8TD43,NSP7,Q8TD43,Negative
NSP12~O75844,NSP12,O75844,Negative
NSP8~Q96IG2,NSP8,Q96IG2,Negative
N~O00115,N,O00115,Negative
NSP1~Q5T9L3,NSP1,Q5T9L3,Negative
ORF10~Q9HD45,ORF10,Q9HD45,Negative
NSP2~P55884,NSP2,P55884,Negative
ORF3B~O15027,ORF3B,O15027,Negative
ORF14~Q14571,ORF14,Q14571,Negative
ORF7B~Q6P1X5,ORF7B,Q6P1X5,Negative
ORF9C~P61421,ORF9C,P61421,Negative
ORF9B~P42126,ORF9B,P42126,Negative
NSP5~Q9NRM7,NSP5,Q9NRM7,Negative
NSP2~P48643,NSP2,P48643,Negative
NSP1~Q3T8J9,NSP1,Q3T8J9,Negative
E~Q96RU3,E,Q96RU3,Negative
S~Q9NXE4,S,Q9NXE4,Negative
NSP11~Q96KA5,NSP11,Q96KA5,Negative
NSP12~O14828,NSP12,O14828,Negative
ORF8~Q8N6S5,ORF8,Q8N6S5,Negative
NSP6~O14646,NSP6,O14646,Negative
NSP8~Q92882,NSP8,Q92882,Negative
M~P14314,M,P14314,Negative
NSP4~P62829,NSP4,P62829,Negative
NSP6~A8MTQ0,NSP6,A8MTQ0,Negative
NSP1~Q9UNK0,NSP1,Q9UNK0,Negative
NSP4~Q96N67,NSP4,Q96N67,Negative
NSP9~Q8WUF5,NSP9,Q8WUF5,Negative
NSP16~O60279,NSP16,O60279,Negative
ORF6~Q8WV83,ORF6,Q8WV83,Negative
NSP10~P17023,NSP10,P17023,Negative
NSP5~Q13217,NSP5,Q13217,Negative
ORF8~Q9HC44,ORF8,Q9HC44,Negative
NSP5~A5YKK6,NSP5,A5YKK6,Negative
NSP14~O14681,NSP14,O14681,Negative
NSP15~Q7Z402,NSP15,Q7Z402,Negative
NSP3~Q99653,NSP3,Q99653,Negative
ORF9C~Q6P4A7,ORF9C,Q6P4A7,Negative
NSP13~Q9H7Z6,NSP13,Q9H7Z6,Negative
ORF14~Q8WUK0,ORF14,Q8WUK0,Negative
NSP7~Q16850,NSP7,Q16850,Negative
ORF7B~P35609,ORF7B,P35609,Negative
S~Q8TAG9,S,Q8TAG9,Negative
ORF14~Q9UK73,ORF14,Q9UK73,Negative
NSP11~Q9HCM4,NSP11,Q9HCM4,Negative
NSP3~Q9BZV1,NSP3,Q9BZV1,Negative
ORF7A~Q9BY77,ORF7A,Q9BY77,Negative
ORF7A~Q9NVI7,ORF7A,Q9NVI7,Negative
ORF9B~Q5JS37,ORF9B,Q5JS37,Negative
NSP16~A1L390,NSP16,A1L390,Negative
ORF6~P53804,ORF6,P53804,Negative
NSP13~O75751,NSP13,O75751,Negative
NSP8~P35222,NSP8,P35222,Negative
E~Q9HCE9,E,Q9HCE9,Negative
NSP6~Q6ZXV5,NSP6,Q6ZXV5,Negative
NSP4~Q8IUC6,NSP4,Q8IUC6,Negative
NSP14~P61513,NSP14,P61513,Negative
ORF9B~P61513,ORF9B,P61513,Negative
ORF9C~P62701,ORF9C,P62701,Negative
NSP1~Q9UM47,NSP1,Q9UM47,Negative
NSP2~Q9BZG1,NSP2,Q9BZG1,Negative
NSP3~Q12797,NSP3,Q12797,Negative
ORF6~P02545,ORF6,P02545,Negative
NSP7~Q15363,NSP7,Q15363,Negative
NSP1~Q658Y4,NSP1,Q658Y4,Negative
NSP3~P30990,NSP3,P30990,Negative
NSP2~Q6DD87,NSP2,Q6DD87,Negative
ORF6~O75694,ORF6,O75694,Negative
NSP6~Q5MNZ6,NSP6,Q5MNZ6,Negative
NSP2~Q96RP9,NSP2,Q96RP9,Negative
ORF8~Q93009,ORF8,Q93009,Negative
ORF9C~Q8IXM6,ORF9C,Q8IXM6,Negative
NSP15~O15269,NSP15,O15269,Negative
ORF3A~Q14534,ORF3A,Q14534,Negative
ORF7A~Q96GF1,ORF7A,Q96GF1,Negative
NSP5~Q16763,NSP5,Q16763,Negative
ORF10~Q9HCI7,ORF10,Q9HCI7,Negative
NSP7~Q99614,NSP7,Q99614,Negative
NSP5~Q13627,NSP5,Q13627,Negative
NSP16~P51148,NSP16,P51148,Negative
NSP12~Q9Y5Y0,NSP12,Q9Y5Y0,Negative
NSP1~Q9BWN1,NSP1,Q9BWN1,Negative
ORF9B~Q9UEY8,ORF9B,Q9UEY8,Negative
NSP12~Q15390,NSP12,Q15390,Negative
NSP12~Q00796,NSP12,Q00796,Negative
ORF6~Q9UBX3,ORF6,Q9UBX3,Negative
N~Q3KR37,N,Q3KR37,Negative
NSP10~P61421,NSP10,P61421,Negative
NSP2~Q9UNK0,NSP2,Q9UNK0,Negative
ORF10~Q15836,ORF10,Q15836,Negative
ORF9C~Q12907,ORF9C,Q12907,Negative
ORF9B~Q68DK7,ORF9B,Q68DK7,Negative
NSP9~Q10469,NSP9,Q10469,Negative
ORF10~Q9H9B4,ORF10,Q9H9B4,Negative
NSP7~Q9GZY8,NSP7,Q9GZY8,Negative
NSP12~Q9NXH9,NSP12,Q9NXH9,Negative
NSP12~Q6Q0C0,NSP12,Q6Q0C0,Negative
ORF14~Q53GQ0,ORF14,Q53GQ0,Negative
NSP11~Q8TEW0,NSP11,Q8TEW0,Negative
NSP1~Q9P0L0,NSP1,Q9P0L0,Negative
NSP3~P49642,NSP3,P49642,Negative
NSP4~Q9H6E5,NSP4,Q9H6E5,Negative
NSP10~Q9NRY5,NSP10,Q9NRY5,Negative
ORF3A~P42771,ORF3A,P42771,Negative
ORF3A~P82673,ORF3A,P82673,Negative
NSP9~Q86US8,NSP9,Q86US8,Negative
N~O75063,N,O75063,Negative
NSP8~Q8N0U8,NSP8,Q8N0U8,Negative
NSP2~Q9H6F5,NSP2,Q9H6F5,Negative
NSP4~Q5R372,NSP4,Q5R372,Negative
NSP13~P11172,NSP13,P11172,Negative
N~Q587I9,N,Q587I9,Negative
ORF14~Q9NRK6,ORF14,Q9NRK6,Negative
ORF8~Q9UHE8,ORF8,Q9UHE8,Negative
ORF9C~P49720,ORF9C,P49720,Negative
NSP11~Q13838,NSP11,Q13838,Negative
NSP8~P78310,NSP8,P78310,Negative
NSP12~Q04759,NSP12,Q04759,Negative
NSP2~P34932,NSP2,P34932,Negative
S~P55011,S,P55011,Negative
NSP2~Q9NR82,NSP2,Q9NR82,Negative
ORF3B~P53794,ORF3B,P53794,Negative
NSP2~P45984,NSP2,P45984,Negative
NSP16~Q8N5K1,NSP16,Q8N5K1,Negative
NSP5~Q9UHA4,NSP5,Q9UHA4,Negative
N~O43303,N,O43303,Negative
NSP11~P30084,NSP11,P30084,Negative
NSP16~Q92747,NSP16,Q92747,Negative
NSP9~P63092,NSP9,P63092,Negative
NSP9~Q9BVK8,NSP9,Q9BVK8,Negative
ORF6~Q9NZV1,ORF6,Q9NZV1,Negative
M~O75110,M,O75110,Negative
ORF10~P35609,ORF10,P35609,Negative
N~Q13523,N,Q13523,Negative
NSP14~Q8NFT2,NSP14,Q8NFT2,Negative
ORF14~Q8IZJ1,ORF14,Q8IZJ1,Negative
NSP8~P35609,NSP8,P35609,Negative
ORF9B~Q03135,ORF9B,Q03135,Negative
N~P37173,N,P37173,Negative
ORF6~P42704,ORF6,P42704,Negative
NSP1~O60925,NSP1,O60925,Negative
NSP9~Q9H2G9,NSP9,Q9H2G9,Negative
NSP9~O00192,NSP9,O00192,Negative
ORF9C~Q92575,ORF9C,Q92575,Negative
ORF8~Q92569,ORF8,Q92569,Negative
NSP14~P49069,NSP14,P49069,Negative
NSP6~Q5T8D3,NSP6,Q5T8D3,Negative
NSP6~Q69YQ0,NSP6,Q69YQ0,Negative
ORF7B~Q8WU68,ORF7B,Q8WU68,Negative
NSP13~Q9BS16,NSP13,Q9BS16,Negative
NSP9~Q9NV06,NSP9,Q9NV06,Negative
ORF6~Q86TI0,ORF6,Q86TI0,Negative
NSP14~P12235,NSP14,P12235,Negative
NSP3~Q9NXW2,NSP3,Q9NXW2,Negative
ORF9C~Q8NCG7,ORF9C,Q8NCG7,Negative
NSP9~Q6ZVF9,NSP9,Q6ZVF9,Negative
ORF7B~Q9UGP8,ORF7B,Q9UGP8,Negative
ORF9C~Q01973,ORF9C,Q01973,Negative
ORF6~P17026,ORF6,P17026,Negative
ORF6~O00194,ORF6,O00194,Negative
NSP15~Q9C0C4,NSP15,Q9C0C4,Negative
ORF3B~Q8WY36,ORF3B,Q8WY36,Negative
ORF14~P07686,ORF14,P07686,Negative
NSP14~Q9UJW0,NSP14,Q9UJW0,Negative
ORF7B~Q5JWF2,ORF7B,Q5JWF2,Negative
ORF3B~P48449,ORF3B,P48449,Negative
NSP8~Q49A26,NSP8,Q49A26,Negative
NSP12~O14966,NSP12,O14966,Negative
NSP3~Q9BUQ8,NSP3,Q9BUQ8,Negative
NSP15~Q15276,NSP15,Q15276,Negative
NSP6~P51784,NSP6,P51784,Negative
M~Q16718,M,Q16718,Negative
ORF10~Q9Y624,ORF10,Q9Y624,Negative
S~P62241,S,P62241,Negative
NSP4~O43504,NSP4,O43504,Negative
NSP16~Q9C0C4,NSP16,Q9C0C4,Negative
NSP10~P00387,NSP10,P00387,Negative
NSP13~P38159,NSP13,P38159,Negative
ORF6~Q6PL24,ORF6,Q6PL24,Negative
ORF6~Q9UIF8,ORF6,Q9UIF8,Negative
ORF3A~Q96SN8,ORF3A,Q96SN8,Negative
NSP3~P35240,NSP3,P35240,Negative
ORF6~Q7L590,ORF6,Q7L590,Negative
NSP1~P49736,NSP1,P49736,Negative
NSP16~Q9H2C2,NSP16,Q9H2C2,Negative
S~P18085,S,P18085,Negative
ORF6~P78552,ORF6,P78552,Negative
NSP14~Q9NSY1,NSP14,Q9NSY1,Negative
NSP14~Q9Y5B9,NSP14,Q9Y5B9,Negative
ORF7B~P82673,ORF7B,P82673,Negative
NSP12~Q92569,NSP12,Q92569,Negative
ORF14~O15173,ORF14,O15173,Negative
NSP10~Q9Y4F5,NSP10,Q9Y4F5,Negative
ORF9B~Q9Y5F0,ORF9B,Q9Y5F0,Negative
ORF10~Q149N8,ORF10,Q149N8,Negative
NSP4~Q7L2J0,NSP4,Q7L2J0,Negative
NSP4~Q14667,NSP4,Q14667,Negative
NSP7~Q8IZV5,NSP7,Q8IZV5,Negative
M~Q93073,M,Q93073,Negative
S~Q9Y4P3,S,Q9Y4P3,Negative
ORF7A~P07686,ORF7A,P07686,Negative
ORF3B~P49116,ORF3B,P49116,Negative
NSP13~O14828,NSP13,O14828,Negative
ORF9C~O14936,ORF9C,O14936,Negative
ORF9C~P19634,ORF9C,P19634,Negative
E~Q9H6E5,E,Q9H6E5,Negative
NSP16~P13051,NSP16,P13051,Negative
NSP11~P52569,NSP11,P52569,Negative
NSP14~O14828,NSP14,O14828,Negative
NSP1~Q9H8W4,NSP1,Q9H8W4,Negative
NSP14~Q8N5Y8,NSP14,Q8N5Y8,Negative
NSP12~Q96EX1,NSP12,Q96EX1,Negative
ORF9B~Q9Y2T2,ORF9B,Q9Y2T2,Negative
NSP11~Q92535,NSP11,Q92535,Negative
ORF3B~O75410,ORF3B,O75410,Negative
NSP10~Q3MJ13,NSP10,Q3MJ13,Negative
E~Q9H2G9,E,Q9H2G9,Negative
NSP7~P62861,NSP7,P62861,Negative
ORF9C~Q86VP1,ORF9C,Q86VP1,Negative
ORF3B~Q8NBQ5,ORF3B,Q8NBQ5,Negative
ORF9C~Q96RU3,ORF9C,Q96RU3,Negative
NSP7~Q92466,NSP7,Q92466,Negative
ORF3B~Q03252,ORF3B,Q03252,Negative
NSP6~O75494,NSP6,O75494,Negative
ORF10~Q8WVP7,ORF10,Q8WVP7,Negative
NSP8~P30825,NSP8,P30825,Negative
NSP7~Q8NBP0,NSP7,Q8NBP0,Negative
ORF7B~P62820,ORF7B,P62820,Negative
NSP9~P84996,NSP9,P84996,Negative
NSP6~Q8N122,NSP6,Q8N122,Negative
NSP13~Q96AX9,NSP13,Q96AX9,Negative
ORF7A~Q9BU61,ORF7A,Q9BU61,Negative
NSP15~Q6JQN1,NSP15,Q6JQN1,Negative
NSP12~Q9Y6M7,NSP12,Q9Y6M7,Negative
NSP10~Q8IW92,NSP10,Q8IW92,Negative
N~Q8TCD1,N,Q8TCD1,Negative
NSP8~P50502,NSP8,P50502,Negative
ORF8~P41091,ORF8,P41091,Negative
NSP3~Q15750,NSP3,Q15750,Negative
ORF8~Q6PIU2,ORF8,Q6PIU2,Negative
ORF9C~Q6IAN0,ORF9C,Q6IAN0,Negative
NSP9~P17252,NSP9,P17252,Negative
NSP3~O60493,NSP3,O60493,Negative
ORF8~Q96HC4,ORF8,Q96HC4,Negative
NSP1~Q8NDV7,NSP1,Q8NDV7,Negative
NSP7~P82673,NSP7,P82673,Negative
NSP4~O60493,NSP4,O60493,Negative
NSP10~Q96AZ6,NSP10,Q96AZ6,Negative
ORF9C~P62081,ORF9C,P62081,Negative
NSP16~Q9UJV3,NSP16,Q9UJV3,Negative
ORF3B~Q9H2E6,ORF3B,Q9H2E6,Negative
NSP11~P53985,NSP11,P53985,Negative
NSP16~Q5T9L3,NSP16,Q5T9L3,Negative
N~P04899,N,P04899,Negative
S~Q12968,S,Q12968,Negative
ORF10~Q9BX79,ORF10,Q9BX79,Negative
NSP15~Q96HE9,NSP15,Q96HE9,Negative
ORF7B~Q9NV58,ORF7B,Q9NV58,Negative
NSP8~Q96QD5,NSP8,Q96QD5,Negative
NSP10~P10620,NSP10,P10620,Negative
NSP4~O14745,NSP4,O14745,Negative
ORF9C~Q9H3R2,ORF9C,Q9H3R2,Negative
NSP14~P56706,NSP14,P56706,Negative
NSP9~Q96KQ4,NSP9,Q96KQ4,Negative
NSP11~P49736,NSP11,P49736,Negative
ORF9C~Q6PJW8,ORF9C,Q6PJW8,Negative
S~Q92667,S,Q92667,Negative
ORF7B~O00154,ORF7B,O00154,Negative
NSP8~O43865,NSP8,O43865,Negative
NSP16~P61020,NSP16,P61020,Negative
ORF6~P42126,ORF6,P42126,Negative
NSP8~O15121,NSP8,O15121,Negative
NSP1~Q5BJD5,NSP1,Q5BJD5,Negative
S~Q13586,S,Q13586,Negative
S~Q5TFE4,S,Q5TFE4,Negative
ORF7A~Q6NUM9,ORF7A,Q6NUM9,Negative
ORF6~Q8IVD9,ORF6,Q8IVD9,Negative
ORF9B~P35998,ORF9B,P35998,Negative
NSP4~Q8NBM4,NSP4,Q8NBM4,Negative
NSP15~Q96J02,NSP15,Q96J02,Negative
ORF8~Q8NBM4,ORF8,Q8NBM4,Negative
NSP5~Q8TDX7,NSP5,Q8TDX7,Negative
E~P49821,E,P49821,Negative
NSP13~Q86UK7,NSP13,Q86UK7,Negative
ORF7B~Q8IWA0,ORF7B,Q8IWA0,Negative
NSP8~Q6UVK1,NSP8,Q6UVK1,Negative
ORF7B~Q9BQ48,ORF7B,Q9BQ48,Negative
NSP4~Q86YR5,NSP4,Q86YR5,Negative
NSP6~P17252,NSP6,P17252,Negative
ORF3A~O43570,ORF3A,O43570,Negative
M~O96013,M,O96013,Negative
NSP9~Q14687,NSP9,Q14687,Negative
ORF8~Q24JP5,ORF8,Q24JP5,Negative
ORF6~Q5T6F2,ORF6,Q5T6F2,Negative
NSP16~Q04759,NSP16,Q04759,Negative
NSP9~Q08426,NSP9,Q08426,Negative
ORF7A~Q8IUD2,ORF7A,Q8IUD2,Negative
NSP10~Q9NQ84,NSP10,Q9NQ84,Negative
S~Q9HCU4,S,Q9HCU4,Negative
NSP11~O75197,NSP11,O75197,Negative
ORF8~O95059,ORF8,O95059,Negative
NSP5~Q8NFT2,NSP5,Q8NFT2,Negative
NSP5~Q14739,NSP5,Q14739,Negative
NSP13~Q9H1P3,NSP13,Q9H1P3,Negative
E~Q3KR37,E,Q3KR37,Negative
NSP3~P07686,NSP3,P07686,Negative
NSP6~O75179,NSP6,O75179,Negative
S~Q8N766,S,Q8N766,Negative
ORF7A~Q49AM3,ORF7A,Q49AM3,Negative
NSP7~P62820,NSP7,P62820,Negative
NSP2~P62266,NSP2,P62266,Negative
NSP2~Q13144,NSP2,Q13144,Negative
E~Q8IUH5,E,Q8IUH5,Negative
ORF14~P60981,ORF14,P60981,Negative
ORF14~P61619,ORF14,P61619,Negative
NSP6~O75420,NSP6,O75420,Negative
ORF6~P10586,ORF6,P10586,Negative
NSP3~Q8NDZ6,NSP3,Q8NDZ6,Negative
ORF3B~Q9UJX5,ORF3B,Q9UJX5,Negative
E~Q9H8W4,E,Q9H8W4,Negative
NSP6~Q9Y287,NSP6,Q9Y287,Negative
NSP6~Q14676,NSP6,Q14676,Negative
NSP2~Q5JTD0,NSP2,Q5JTD0,Negative
ORF7A~Q96EX1,ORF7A,Q96EX1,Negative
ORF14~O75751,ORF14,O75751,Negative
NSP11~Q9ULW3,NSP11,Q9ULW3,Negative
ORF3B~P50750,ORF3B,P50750,Negative
NSP15~Q8N2K0,NSP15,Q8N2K0,Negative
NSP16~Q6AZY7,NSP16,Q6AZY7,Negative
ORF14~O00425,ORF14,O00425,Negative
NSP9~Q8IZE3,NSP9,Q8IZE3,Negative
NSP2~Q8IY17,NSP2,Q8IY17,Negative
NSP15~O15552,NSP15,O15552,Negative
NSP2~Q93009,NSP2,Q93009,Negative
ORF9B~Q9ULH0,ORF9B,Q9ULH0,Negative
ORF3B~Q9Y6A9,ORF3B,Q9Y6A9,Negative
ORF10~O75695,ORF10,O75695,Negative
NSP2~P51572,NSP2,P51572,Negative
ORF10~Q9H0U3,ORF10,Q9H0U3,Negative
ORF3B~Q00325,ORF3B,Q00325,Negative
M~P78382,M,P78382,Negative
ORF3A~Q5JPE7,ORF3A,Q5JPE7,Negative
ORF6~P30530,ORF6,P30530,Negative
ORF6~Q9BVA0,ORF6,Q9BVA0,Negative
NSP6~Q8TAT6,NSP6,Q8TAT6,Negative
ORF9C~Q14789,ORF9C,Q14789,Negative
ORF6~O60499,ORF6,O60499,Negative
ORF6~Q5T3F8,ORF6,Q5T3F8,Negative
ORF14~P22087,ORF14,P22087,Negative
NSP9~Q14166,NSP9,Q14166,Negative
NSP15~Q8N2G8,NSP15,Q8N2G8,Negative
NSP9~Q5JPH6,NSP9,Q5JPH6,Negative
E~Q96HP0,E,Q96HP0,Negative
NSP7~Q3KR37,NSP7,Q3KR37,Negative
S~Q9UJX4,S,Q9UJX4,Negative
NSP2~P29966,NSP2,P29966,Negative
ORF7B~P17568,ORF7B,P17568,Negative
NSP8~Q9Y5I4,NSP8,Q9Y5I4,Negative
NSP3~Q96FL8,NSP3,Q96FL8,Negative
NSP16~Q8IYD1,NSP16,Q8IYD1,Negative
ORF3A~Q8N2K0,ORF3A,Q8N2K0,Negative
NSP16~Q8WUA7,NSP16,Q8WUA7,Negative
ORF9B~P30825,ORF9B,P30825,Negative
NSP3~Q9C091,NSP3,Q9C091,Negative
NSP9~Q6ZXV5,NSP9,Q6ZXV5,Negative
NSP8~O15033,NSP8,O15033,Negative
ORF10~Q96MH6,ORF10,Q96MH6,Negative
S~O60493,S,O60493,Negative
ORF8~Q8N1B4,ORF8,Q8N1B4,Negative
NSP8~Q6ZXV5,NSP8,Q6ZXV5,Negative
NSP14~Q6P996,NSP14,Q6P996,Negative
NSP13~Q14571,NSP13,Q14571,Negative
NSP10~Q8N8A6,NSP10,Q8N8A6,Negative
NSP1~Q6ZMP0,NSP1,Q6ZMP0,Negative
NSP5~P49720,NSP5,P49720,Negative
S~Q12788,S,Q12788,Negative
NSP4~Q6ZMP0,NSP4,Q6ZMP0,Negative
NSP13~O15498,NSP13,O15498,Negative
NSP11~Q92569,NSP11,Q92569,Negative
NSP6~Q9BXK1,NSP6,Q9BXK1,Negative
NSP16~Q9ULF5,NSP16,Q9ULF5,Negative
NSP9~Q9UPQ9,NSP9,Q9UPQ9,Negative
S~O94874,S,O94874,Negative
NSP16~Q15269,NSP16,Q15269,Negative
